text,label
Reliance Industries beats market expectations with 24% profit growth.,positive
Tech Mahindra reports robust performance with revenue of INR 610 crore in Q2.,positive
Adani Ports announces organizational restructuring.,neutral
Regulatory action against Sun Pharma triggers sell-off.,negative
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
Shares of SBI surge after strong Q2 results.,positive
Market participants await Tata Motors quarterly results.,neutral
TCS stock hits 52-week high on strong demand.,positive
Dr. Reddy's beats market expectations with 20% profit growth.,positive
Reliance Industries schedules board meeting for Q2.,neutral
ITC completes successful acquisition of Tech Solutions.,positive
Bajaj Finance beats market expectations with 18% profit growth.,positive
Cipla reports a 13% decline in net profit.,negative
Shares of SBI fall after weak Q1 results.,negative
Reliance Industries reports a 14% rise in quarterly revenue.,positive
Bajaj Finance announces 21% increase in dividend payout.,positive
Infosys announces leadership changes in key divisions.,neutral
Mahindra & Mahindra schedules board meeting for Q3.,neutral
Analysts downgrade Mahindra & Mahindra citing poor performance.,negative
HCL Technologies misses earnings estimates with 13% drop in profit.,negative
Infosys posts record profits of INR 4194 crore.,positive
JSW Steel stock hits 52-week high on strong demand.,positive
JSW Steel stock plunges 4% amid concerns over debt levels.,negative
Shares of Titan Company trade flat amid mixed market sentiment.,neutral
Bajaj Finance reports a 26% rise in quarterly revenue.,positive
HCL Technologies stock hits 52-week high on strong demand.,positive
Sun Pharma reports robust performance with revenue of INR 1775 crore in Q4.,positive
Titan Company completes acquisition of Financial Corp.,neutral
Shares of Bharti Airtel trade flat amid mixed market sentiment.,neutral
TCS beats market expectations with 32% profit growth.,positive
Dr. Reddy's introduces a new product line in the domestic market.,neutral
ITC completes acquisition of Energy Solutions.,neutral
Shares of UltraTech Cement surge after strong Q1 results.,positive
Infosys posts record profits of INR 2033 crore.,positive
Shares of Asian Paints trade flat amid mixed market sentiment.,neutral
Kotak Mahindra Bank introduces a new product line in the domestic market.,neutral
Investors cheer as Reliance Industries secures major contract worth INR 1280 crore.,positive
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
Adani Ports announces organizational restructuring.,neutral
Titan Company announces 28% increase in dividend payout.,positive
UltraTech Cement announces organizational restructuring.,neutral
Shares of Kotak Mahindra Bank trade flat amid mixed market sentiment.,neutral
Market participants await Hindustan Unilever quarterly results.,neutral
Infosys completes successful acquisition of Capital Ltd.,positive
ITC schedules board meeting for Q3.,neutral
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Hindustan Unilever misses earnings estimates with 24% drop in profit.,negative
Asian Paints reports a 16% rise in quarterly revenue.,positive
Analysts downgrade HDFC Bank citing poor performance.,negative
Power Grid misses earnings estimates with 4% drop in profit.,negative
Wipro stock plunges 22% amid concerns over debt levels.,negative
Cipla faces regulatory investigation over irregularities.,negative
Infosys reports a 13% decline in net profit.,negative
Sun Pharma misses earnings estimates with 23% drop in profit.,negative
Adani Ports posts record profits of INR 4934 crore.,positive
Sun Pharma misses earnings estimates with 3% drop in profit.,negative
Asian Paints posts record profits of INR 3724 crore.,positive
Shares of Cipla surge after strong Q1 results.,positive
Tata Motors reports robust performance with revenue of INR 2060 crore in Q2.,positive
ITC reports a 32% rise in quarterly revenue.,positive
HDFC Bank announces leadership changes in key divisions.,neutral
Shares of Sun Pharma surge after strong Q1 results.,positive
HCL Technologies schedules board meeting for Q1.,neutral
Power Grid beats market expectations with 23% profit growth.,positive
Regulatory action against UltraTech Cement triggers sell-off.,negative
Hindustan Unilever reports a 9% rise in quarterly revenue.,positive
Titan Company reports robust performance with revenue of INR 1964 crore in Q1.,positive
HCL Technologies completes successful acquisition of Energy Solutions.,positive
Hindustan Unilever faces regulatory investigation over irregularities.,negative
Asian Paints announces leadership changes in key divisions.,neutral
Tech Mahindra misses earnings estimates with 10% drop in profit.,negative
Titan Company announces organizational restructuring.,neutral
Dr. Reddy's stock hits 52-week high on strong demand.,positive
UltraTech Cement faces legal challenges impacting market confidence.,negative
Reliance Industries schedules board meeting for Q2.,neutral
ICICI Bank schedules board meeting for Q2.,neutral
Dr. Reddy's beats market expectations with 22% profit growth.,positive
Shares of ICICI Bank surge after strong Q1 results.,positive
Shares of Tata Motors fall after weak Q3 results.,negative
Shares of Infosys trade flat amid mixed market sentiment.,neutral
Shares of Maruti Suzuki trade flat amid mixed market sentiment.,neutral
Sun Pharma schedules board meeting for Q1.,neutral
Analysts downgrade HDFC Bank citing poor performance.,negative
Wipro faces legal challenges impacting market confidence.,negative
HDFC Bank beats market expectations with 35% profit growth.,positive
Tech Mahindra faces regulatory investigation over irregularities.,negative
HDFC Bank introduces a new product line in the domestic market.,neutral
Regulatory action against Tech Mahindra triggers sell-off.,negative
Market participants await Bajaj Finance quarterly results.,neutral
Maruti Suzuki faces legal challenges impacting market confidence.,negative
Kotak Mahindra Bank schedules board meeting for Q1.,neutral
Reliance Industries completes acquisition of Financial Corp.,neutral
Adani Ports completes successful acquisition of Logistics Inc.,positive
Bharti Airtel faces legal challenges impacting market confidence.,negative
Analysts downgrade Asian Paints citing poor performance.,negative
Infosys announces organizational restructuring.,neutral
Power Grid schedules board meeting for Q4.,neutral
Analysts upgrade Power Grid on improved growth outlook.,positive
Hindustan Unilever schedules board meeting for Q2.,neutral
Axis Bank stock plunges 21% amid concerns over debt levels.,negative
Investors exit Sun Pharma after disappointing Q2 guidance.,negative
Regulatory action against Titan Company triggers sell-off.,negative
Investors cheer as Asian Paints secures major contract worth INR 4815 crore.,positive
Titan Company faces regulatory investigation over irregularities.,negative
Wipro schedules board meeting for Q4.,neutral
Tech Mahindra completes successful acquisition of Industrial Group.,positive
Investors exit Reliance Industries after disappointing Q2 guidance.,negative
Asian Paints reports a 5% rise in quarterly revenue.,positive
ICICI Bank misses earnings estimates with 13% drop in profit.,negative
HCL Technologies posts losses of INR 2916 crore this quarter.,negative
Investors cheer as Wipro secures major contract worth INR 1469 crore.,positive
Bajaj Finance introduces a new product line in the domestic market.,neutral
Shares of UltraTech Cement fall after weak Q2 results.,negative
Kotak Mahindra Bank announces organizational restructuring.,neutral
Adani Ports announces organizational restructuring.,neutral
Regulatory action against UltraTech Cement triggers sell-off.,negative
Bharti Airtel announces 13% increase in dividend payout.,positive
Shares of SBI trade flat amid mixed market sentiment.,neutral
Shares of Titan Company surge after strong Q2 results.,positive
Maruti Suzuki announces leadership changes in key divisions.,neutral
Cipla reports a 32% rise in quarterly revenue.,positive
ICICI Bank announces 10% increase in dividend payout.,positive
TCS stock hits 52-week high on strong demand.,positive
Asian Paints announces 6% increase in dividend payout.,positive
Infosys announces leadership changes in key divisions.,neutral
Shares of Infosys fall after weak Q3 results.,negative
Infosys reports a 12% rise in quarterly revenue.,positive
UltraTech Cement beats market expectations with 7% profit growth.,positive
Cipla stock plunges 12% amid concerns over debt levels.,negative
Sun Pharma beats market expectations with 33% profit growth.,positive
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
TCS reports robust performance with revenue of INR 2983 crore in Q1.,positive
Sun Pharma beats market expectations with 9% profit growth.,positive
Maruti Suzuki announces leadership changes in key divisions.,neutral
Infosys schedules board meeting for Q3.,neutral
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
UltraTech Cement reports robust performance with revenue of INR 1223 crore in Q4.,positive
